Table 1
NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Gallatin County, Montana",30031,Montana,.0176991,n/a**,.0180328,.1623932,.020979,0,.2843459,n/a**,.2857543,.3382594,n/a**,.3394906,.3354262,.0838585,97931,81312,99127
"Garfield County, Montana",30033,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.007722,65237,35429,65721
"Glacier County, Montana",30035,Montana,.0808824,.1333333,.0192308,n/a*,n/a*,0,.3255132,.3542857,.2857143,.3929619,.4228571,.3469388,.4401075,.7005535,49602,41482,64974
"Golden Valley County, Montana",30037,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.1043956,62931,87658,62056
"Granite County, Montana",30039,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.1960784,n/a**,.1960784,.254902,n/a**,.254902,1,.0573845,74718,53453,74965
"Hill County, Montana",30041,Montana,.0782123,n/a*,.0320513,n/a*,n/a*,0,.3276231,.2957746,.3333333,.3832977,.3239437,.3939394,.4000373,.3082258,59986,41909,64568
"Jefferson County, Montana",30043,Montana,.0125,n/a**,.0125,n/a*,n/a*,0,.2871046,n/a**,.2871046,.3892944,n/a**,.3892944,1,.0734245,83162,51880,84365
"Judith Basin County, Montana",30045,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3333333,n/a**,.3333333,.372549,n/a**,.372549,1,.0731832,61197,36828,62501
"Lake County, Montana",30047,Montana,.0225989,n/a*,.0144928,n/a*,0,0,.2562212,n/a*,.2484756,.3253456,n/a*,.3140244,.8343074,.3495818,63517,47487,69126
"Lewis and Clark County, Montana",30049,Montana,.0206311,n/a*,.0199501,.1666667,.0142857,0,.2952931,n/a*,.2985694,.3645648,n/a*,.3687125,.2892973,.0863063,88558,66408,90176
"Liberty County, Montana",30051,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.017014,84727,68056,84897
"Lincoln County, Montana",30053,Montana,.0238095,n/a**,.0238095,n/a*,n/a*,0,.2390999,n/a**,.2390999,.2953587,n/a**,.2953587,.7979378,.0737575,58054,52620,58408
"McCone County, Montana",30055,Montana,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.390625,n/a*,.3859649,.46875,n/a*,.4736842,1,.1122905,68249,48615,69011
"Madison County, Montana",30057,Montana,.027027,n/a**,.027027,n/a*,n/a*,0,.3274021,n/a**,.3274021,.3950178,n/a**,.3950178,1,.0754035,71087,70651,71117
"Meagher County, Montana",30059,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3103448,n/a**,.3103448,.4655173,n/a**,.4655173,1,.0736229,59768,76854,59163
"Mineral County, Montana",30061,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2434783,n/a**,.2434783,.2869565,n/a**,.2869565,1,.0858622,53168,47963,53358
"Missoula County, Montana",30063,Montana,.0235479,n/a**,.024,.1695906,.0050761,0,.2707562,n/a**,.2725549,.3355367,n/a**,.337307,.2232683,.1075877,78557,83963,77975
"Musselshell County, Montana",30065,Montana,.0181818,n/a**,.0181818,n/a*,n/a*,n/a*,.2638037,n/a**,.2638037,.3374233,n/a**,.3374233,1,.0887537,55725,75267,53544
"Park County, Montana",30067,Montana,0,n/a**,0,n/a*,n/a*,0,.2768959,n/a**,.2768959,.3280423,n/a**,.3280423,.47736,.0665974,73960,95290,72632
"Petroleum County, Montana",30069,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0551876,69975,72056,69684
"Phillips County, Montana",30071,Montana,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.2462687,n/a*,.2307692,.2985075,n/a*,.2905983,1,.1618837,59382,51876,60478
"Pondera County, Montana",30073,Montana,.0149254,n/a*,.015625,n/a*,n/a*,n/a*,.3035714,n/a*,.3205128,.3988095,n/a*,.4102564,.5810174,.1881882,68355,55779,69758
"Powder River County, Montana",30075,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0696951,68431,58179,68836
"Powell County, Montana",30077,Montana,.0285714,n/a**,.0285714,n/a*,n/a*,n/a*,.2487562,n/a**,.2487562,.3432836,n/a**,.3432836,.5421944,.1062154,65914,26773,66772
"Prairie County, Montana",30079,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0223642,64764,n/a**,64764
"Ravalli County, Montana",30081,Montana,.0254902,n/a**,.0254902,.2063492,0,0,.2680683,n/a**,.2680683,.3324573,n/a**,.3324573,.8462648,.0705213,70220,61100,70723
"Richland County, Montana",30083,Montana,.0241935,n/a*,.0243902,n/a*,n/a*,0,.2619718,n/a*,.2621083,.3492958,n/a*,.3504274,.4420275,.1117957,79719,56924,82608
"Roosevelt County, Montana",30085,Montana,.0769231,.1111111,n/a*,n/a*,n/a*,0,.2543554,.2453704,.2816902,.3170732,.2916667,.3943662,.3973142,.6564654,57792,43295,74255
"Rosebud County, Montana",30087,Montana,.0895522,n/a*,n/a*,n/a*,n/a*,n/a*,.2954545,.313253,.2771084,.3806818,.3855422,.3855422,1,.4517045,68763,64693,70535
"Sanders County, Montana",30089,Montana,.0145985,n/a**,.0148148,n/a*,n/a*,0,.2346241,n/a**,.2354312,.3120729,n/a**,.3146853,1,.0988785,56419,55483,56500
"Sheridan County, Montana",30091,Montana,0,n/a**,0,n/a*,n/a*,n/a*,.2822581,n/a**,.2822581,.4193548,n/a**,.4193548,1,.0892908,76853,40675,79865
"Silver Bow County, Montana",30093,Montana,.0336538,n/a**,.0343137,.2,.016129,0,.2994604,n/a**,.2985348,.3723021,n/a**,.3717949,.1144152,.0955997,62015,38033,63837
"Stillwater County, Montana",30095,Montana,0,n/a**,0,n/a*,n/a*,0,.3231293,n/a**,.3231293,.3877551,n/a**,.3877551,1,.072153,79373,67991,79849
"Sweet Grass County, Montana",30097,Montana,0,n/a**,0,n/a*,n/a*,n/a*,.2827586,n/a**,.2827586,.3931035,n/a**,.3931035,1,.0588556,67334,74758,66763
"Teton County, Montana",30099,Montana,.0163934,n/a**,.0163934,n/a*,n/a*,n/a*,.2234043,n/a**,.2234043,.3191489,n/a**,.3191489,1,.0639172,68537,74200,68333
"Toole County, Montana",30101,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2657343,n/a**,.2642857,.3146853,n/a**,.3142857,.4295642,.1291905,68818,54923,69815
"Treasure County, Montana",30103,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3423423,n/a**,.3423423,.4144144,n/a**,.4144144,1,.0568862,58435,13300,62653
"Valley County, Montana",30105,Montana,.0361446,n/a*,.0263158,n/a*,n/a*,0,.3097345,n/a*,.3175355,.3628319,n/a*,.3601896,.5520424,.1549993,63373,54745,64483
"Wheatland County, Montana",30107,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.1666667,n/a**,.1730769,.2222222,n/a**,.2307692,1,.0662932,54148,82214,53643
"Wibaux County, Montana",30109,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0677362,61871,61400,61895
"Yellowstone County, Montana",30111,Montana,.029819,n/a**,.0295858,.1808874,.0094637,0,.306294,n/a**,.3080899,.3641517,n/a**,.3667263,.1668829,.1407378,88264,57513,91897
"Adams County, Nebraska",31001,Nebraska,.0157233,n/a**,.0157729,n/a*,0,0,.2992383,n/a**,.3012048,.3460283,n/a**,.347207,.2248438,.141134,69884,58773,70975
"Antelope County, Nebraska",31003,Nebraska,.0138889,n/a**,.0138889,n/a*,n/a*,0,.3258427,n/a**,.3258427,.3988764,n/a**,.3988764,1,.0488882,61503,80152,61081
"Arthur County, Nebraska",31005,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0421546,60130,31700,60870
"Banner County, Nebraska",31007,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0969529,67962,19071,74638
"Blaine County, Nebraska",31009,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,0,56038,n/a**,56038
"Boone County, Nebraska",31011,Nebraska,.0125,n/a**,.0125,n/a*,n/a*,0,.3701657,n/a**,.3701657,.4419889,n/a**,.4419889,1,.0363705,76617,49278,77111
"Box Butte County, Nebraska",31013,Nebraska,.0138889,n/a**,.0138889,n/a*,n/a*,0,.3440233,n/a**,.3440233,.4169096,n/a**,.4169096,.2495578,.1859617,65792,57956,66911
"Boyd County, Nebraska",31015,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.32,n/a**,.32,.38,n/a**,.38,1,.0500774,65047,76929,64764
"Brown County, Nebraska",31017,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3163265,n/a**,.3163265,.3673469,n/a**,.3673469,1,.0444444,65913,59226,66026
"Buffalo County, Nebraska",31019,Nebraska,.0196078,n/a**,.0197842,.12,.0227273,0,.3226466,n/a**,.323895,.3806276,n/a**,.3819061,.3226107,.1297933,77416,54815,79675
"Burt County, Nebraska",31021,Nebraska,.0235294,n/a**,.0235294,n/a*,n/a*,0,.3615023,n/a**,.3615023,.3943662,n/a**,.3943662,1,.0706605,73339,36493,75613
"Butler County, Nebraska",31023,Nebraska,0,n/a**,0,n/a*,n/a*,0,.3004115,n/a**,.3004115,.3827161,n/a**,.3827161,.6570578,.0557977,71463,46783,71942
"Cass County, Nebraska",31025,Nebraska,.0134409,n/a**,.0134409,n/a*,n/a*,0,.3918757,n/a**,.3918757,.4444444,n/a**,.4444444,.729567,.0642383,86686,100401,86104
"Cedar County, Nebraska",31027,Nebraska,.0224719,n/a**,.0224719,n/a*,n/a*,0,.3019608,n/a**,.3019608,.345098,n/a**,.345098,1,.0356555,73576,65655,73783
"Chase County, Nebraska",31029,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3541667,n/a**,.3541667,.4027778,n/a**,.4027778,1,.1295268,68325,59106,69391
"Cherry County, Nebraska",31031,Nebraska,.05,n/a**,.05,n/a*,n/a*,0,.2990196,n/a**,.2990196,.3921569,n/a**,.3921569,.5251182,.1209552,67218,52305,68474
"Cheyenne County, Nebraska",31033,Nebraska,.0454545,n/a**,.0454545,n/a*,n/a*,0,.2271186,n/a**,.2271186,.2949153,n/a**,.2949153,.3625725,.1049563,67772,49814,69055
"Clay County, Nebraska",31035,Nebraska,.025,n/a**,.025,n/a*,n/a*,0,.3428572,n/a**,.3428572,.3761905,n/a**,.3761905,1,.1076898,66606,53307,67400
"Colfax County, Nebraska",31037,Nebraska,.0162602,.0126582,n/a*,n/a*,n/a*,0,.3449477,.3406594,.352381,.4285714,.4340659,.4190476,.4051355,.5106403,68620,73616,65924
"Cuming County, Nebraska",31039,Nebraska,.0172414,n/a**,.0172414,n/a*,n/a*,0,.318328,n/a**,.318328,.3729903,n/a**,.3729903,.6520407,.1188561,70360,41132,72771
"Custer County, Nebraska",31041,Nebraska,.02,n/a**,.020202,n/a*,n/a*,0,.2474576,n/a**,.2491468,.3355932,n/a**,.334471,.6766615,.0543137,75547,44136,76845
"Dakota County, Nebraska",31043,Nebraska,.0244898,.013245,n/a*,n/a*,.0192308,0,.3161994,.2695652,.4333333,.376947,.323913,.5,.2108921,.5201507,71383,72861,70411
"Dawes County, Nebraska",31045,Nebraska,.050505,n/a**,.050505,n/a*,n/a*,0,.3208333,n/a**,.3208333,.4,n/a**,.4,.3993683,.1489217,61430,50203,63324
"Dawson County, Nebraska",31047,Nebraska,.013245,.0141844,.0124224,n/a*,.0188679,0,.3400538,.3549296,.3264782,.4045699,.3971831,.4113111,.2665461,.4120844,68229,57540,73607
"Deuel County, Nebraska",31049,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3207547,n/a**,.3207547,.3773585,n/a**,.3773585,1,.1217914,58781,40717,60761
"Dixon County, Nebraska",31051,Nebraska,.025974,n/a**,.025974,n/a*,n/a*,0,.3892215,n/a**,.3892215,.4610778,n/a**,.4610778,1,.157545,68200,66580,68372
"Dodge County, Nebraska",31053,Nebraska,.0359408,n/a**,.0359408,.2542373,.025641,0,.338843,n/a**,.3405316,.3867769,n/a**,.3887043,.2512878,.163262,67590,45823,70366
"Douglas County, Nebraska",31055,Nebraska,.0253183,.0573913,.0193662,.1564417,.0116592,.0008446,.3377397,.2473057,.3621866,.3847725,.3204765,.4032053,.0217052,.3125303,89637,57461,100108
"Dundy County, Nebraska",31057,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3076923,n/a**,n/a*,.3846154,n/a**,n/a*,1,.1238892,54880,42527,55975
"Fillmore County, Nebraska",31059,Nebraska,.031746,n/a**,.031746,n/a*,n/a*,n/a*,.2623762,n/a**,.2623762,.3118812,n/a**,.3118812,1,.063638,77326,48905,78274
"Franklin County, Nebraska",31061,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2333333,n/a**,.2333333,.3222222,n/a**,.3222222,1,.0431871,62541,67924,62338
"Frontier County, Nebraska",31063,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0390152,66014,34783,66862
"Furnas County, Nebraska",31065,Nebraska,.037037,n/a**,.037037,n/a*,n/a*,n/a*,.3233083,n/a**,.3233083,.406015,n/a**,.406015,1,.0663577,60469,53080,60907
"Gage County, Nebraska",31067,Nebraska,.0283688,n/a**,.0283688,n/a*,n/a*,0,.3467049,n/a**,.3467049,.4025788,n/a**,.4025788,.4439962,.0553394,67921,58035,68317
"Garden County, Nebraska",31069,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3090909,n/a**,.3090909,.3090909,n/a**,.3090909,1,.0574034,70294,81339,69994
"Garfield County, Nebraska",31071,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.1756757,n/a**,.1756757,.2297297,n/a**,.2297297,1,.0294853,64137,43400,64350
"Gosper County, Nebraska",31073,Nebraska,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.2857143,n/a*,.2753623,.3857143,n/a*,.3768116,1,.0740189,82286,62249,83771
"Grant County, Nebraska",31075,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0429363,59757,47325,59932
"Greeley County, Nebraska",31077,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.038623,61001,73460,60752
"Hall County, Nebraska",31079,Nebraska,.0191176,n/a**,.0186667,.1061947,.0082645,0,.2977847,n/a**,.3177388,.3482741,n/a**,.3645224,.1462453,.3332898,73971,59123,78997
"Hamilton County, Nebraska",31081,Nebraska,.0086957,n/a**,.0086957,n/a*,n/a*,0,.2908497,n/a**,.2908497,.375817,n/a**,.375817,.5105217,.0531742,78414,41347,80291
"Harlan County, Nebraska",31083,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2878788,n/a**,.2878788,.3333333,n/a**,.3333333,1,.0459736,65235,76774,64777
"Hayes County, Nebraska",31085,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0828667,70359,76186,70023
"Hitchcock County, Nebraska",31087,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2613636,n/a**,.2613636,.3636364,n/a**,.3636364,1,.0085258,66763,29483,66944
"Holt County, Nebraska",31089,Nebraska,0,n/a**,0,n/a*,n/a*,0,.255132,n/a**,.255132,.3049853,n/a**,.3049853,.647149,.0673086,73521,101249,72348
"Hooker County, Nebraska",31091,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0808081,58286,47068,59901
"Howard County, Nebraska",31093,Nebraska,.0215054,n/a**,.0215054,n/a*,n/a*,0,.2936508,n/a**,.2936508,.3650794,n/a**,.3650794,1,.0450366,65176,51605,65625
"Jefferson County, Nebraska",31095,Nebraska,.0113636,n/a**,.0114943,n/a*,n/a*,0,.3054393,n/a**,.3050847,.3640167,n/a**,.3644068,.4816483,.0653695,57938,29498,59386
"Johnson County, Nebraska",31097,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2991453,n/a**,.2991453,.4017094,n/a**,.4017094,1,.196086,67668,41266,71080
"Kearney County, Nebraska",31099,Nebraska,.0235294,n/a**,.0235294,n/a*,n/a*,0,.3150685,n/a**,.3150685,.3881279,n/a**,.3881279,.5455386,.079032,75055,52306,76184
"Keith County, Nebraska",31101,Nebraska,.0111111,n/a**,.0111111,n/a*,n/a*,0,.3129771,n/a**,.3129771,.3435115,n/a**,.3435115,.4713193,.1031234,63189,47553,64570
"Keya Paha County, Nebraska",31103,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0144737,71348,27567,71784
"Kimball County, Nebraska",31105,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.1896552,n/a**,.1896552,.2586207,n/a**,.2586207,1,.1379026,62866,48087,64735
"Knox County, Nebraska",31107,Nebraska,.0333333,n/a**,.0238095,n/a*,n/a*,.0140845,.2622378,n/a**,.2762646,.3146853,n/a**,.3268482,1,.1436031,66835,53313,68321
"Lancaster County, Nebraska",31109,Nebraska,.0305164,n/a**,.0279805,.2416268,.0067416,0,.3047105,n/a**,.3113663,.3438804,n/a**,.3503274,.0825313,.1952114,84839,53654,90116
"Lincoln County, Nebraska",31111,Nebraska,.0273684,n/a**,.0274841,.1896552,.0266667,0,.3362599,n/a**,.3392698,.4152766,n/a**,.4194123,.3051973,.1227065,74926,55368,77011
"Loup County, Nebraska",31115,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0214876,59443,18391,61038
"McPherson County, Nebraska",31117,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0151899,59324,n/a**,59324
"Madison County, Nebraska",31119,Nebraska,.0120482,n/a**,.0106667,n/a*,.0133333,0,.3239819,n/a**,.3250249,.3746606,n/a**,.3738784,.2790458,.2026796,68209,54484,70320
"Merrick County, Nebraska",31121,Nebraska,.029703,n/a**,.0357143,n/a*,n/a*,0,.336,n/a**,.3053097,.4,n/a**,.3672566,.5889102,.0751475,67953,49941,69058
"Morrill County, Nebraska",31123,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2941177,n/a**,.2941177,.3823529,n/a**,.3823529,1,.1823886,63698,50343,65711
"Nance County, Nebraska",31125,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3271028,n/a**,.3271028,.3831776,n/a**,.3831776,1,.035553,66210,55504,66786
"Nemaha County, Nebraska",31127,Nebraska,.0280374,n/a**,.0280374,n/a*,n/a*,0,.3445378,n/a**,.3445378,.4411765,n/a**,.4411765,.5206954,.0619532,68654,60768,68994
"Nuckolls County, Nebraska",31129,Nebraska,.0188679,n/a**,.0188679,n/a*,n/a*,n/a*,.3219178,n/a**,.3219178,.3630137,n/a**,.3630137,1,.0539585,66329,61338,66438
"Otoe County, Nebraska",31131,Nebraska,.05,n/a**,.05,n/a*,n/a*,0,.3287938,n/a**,.3287938,.3832685,n/a**,.3832685,.55108,.1124208,75729,57542,77258
"Pawnee County, Nebraska",31133,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3033708,n/a**,.3033708,.4269663,n/a**,.4269663,1,.0456776,61371,19390,62865
"Perkins County, Nebraska",31135,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.4285714,n/a**,.4285714,.552381,n/a**,.552381,1,.0482592,84188,41987,86129
"Phelps County, Nebraska",31137,Nebraska,.0172414,n/a**,.0172414,n/a*,n/a*,0,.3300654,n/a**,.3300654,.379085,n/a**,.379085,.4188071,.0781319,75991,42971,78581
"Pierce County, Nebraska",31139,Nebraska,.020202,n/a**,.020202,n/a*,n/a*,.0131579,.3506494,n/a**,.3521739,.4285714,n/a**,.4304348,1,.0383539,74485,65276,74668
"Platte County, Nebraska",31141,Nebraska,.02407,n/a**,.0242291,.2037037,0,0,.3498671,n/a**,.3546931,.4038973,n/a**,.4088448,.3142662,.2163743,76517,57334,79756
"Polk County, Nebraska",31143,Nebraska,.0151515,n/a**,.0151515,n/a*,n/a*,0,.3246753,n/a**,.3246753,.4220779,n/a**,.4220779,1,.0717703,75104,56567,75875
"Red Willow County, Nebraska",31145,Nebraska,.0298507,n/a**,.0298507,n/a*,n/a*,0,.2613982,n/a**,.2613982,.4042553,n/a**,.4042553,.3158752,.0830238,63841,42220,64974
"Richardson County, Nebraska",31147,Nebraska,.0444444,n/a**,.0444444,n/a*,n/a*,0,.267658,n/a**,.267658,.3345725,n/a**,.3345725,.5057994,.0781309,61539,58275,61830
"Rock County, Nebraska",31149,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0346535,80822,15000,81247
"Saline County, Nebraska",31151,Nebraska,.025641,n/a**,.0266667,n/a*,n/a*,0,.3324538,n/a**,.3480663,.408971,n/a**,.4143646,.5107042,.3099509,64190,48267,69088
"Sarpy County, Nebraska",31153,Nebraska,.019483,n/a**,.0189499,.1604096,.0073892,.0010152,.412961,n/a**,.4184254,.4588073,n/a**,.4635713,.0527386,.2009178,100778,82000,103998
"Saunders County, Nebraska",31155,Nebraska,.0237154,n/a**,.0237154,n/a*,n/a*,0,.3168605,n/a**,.3168605,.3648256,n/a**,.3648256,.6648701,.0473896,83130,60181,83975
"Scotts Bluff County, Nebraska",31157,Nebraska,.0206718,n/a**,.0207792,.122807,0,.0039841,.265252,n/a**,.2684022,.3386384,n/a**,.3420108,.2981877,.2799523,66631,52311,70321
"Seward County, Nebraska",31159,Nebraska,.0263158,n/a**,.026738,n/a*,n/a*,0,.3476483,n/a**,.3443299,.388548,n/a**,.385567,.6038209,.053171,83079,86899,82917
"Sheridan County, Nebraska",31161,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3030303,n/a**,.3030303,.3863636,n/a**,.3863636,1,.188874,66307,38059,69626
"Sherman County, Nebraska",31163,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3037975,n/a**,.3037975,.3291139,n/a**,.3291139,1,.0365974,62650,54866,62927
"Sioux County, Nebraska",31165,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2037037,n/a**,.2037037,.2407407,n/a**,.2407407,1,.073831,64729,65626,64682
"Stanton County, Nebraska",31167,Nebraska,.0441176,n/a**,.0441176,n/a*,n/a*,n/a*,.3333333,n/a**,.3333333,.4294872,n/a**,.4294872,.734867,.0819204,73368,56862,74140
"Thayer County, Nebraska",31169,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.243421,n/a**,.243421,.3026316,n/a**,.3026316,1,.0510184,66304,56748,66585
"Thomas County, Nebraska",31171,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0496124,82762,23400,87133
"Thurston County, Nebraska",31173,Nebraska,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.2875817,.2978723,.2711864,.3202614,.3297872,.3050847,1,.6426681,64450,47017,81285
"Valley County, Nebraska",31175,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.1639344,n/a**,.1639344,.2377049,n/a**,.2377049,1,.052544,67955,39411,69935
"Washington County, Nebraska",31177,Nebraska,.0176056,n/a**,.0176678,n/a*,n/a*,0,.3872473,n/a**,.3887147,.4401244,n/a**,.4420063,.6123357,.0550071,86984,66289,87706
"Wayne County, Nebraska",31179,Nebraska,.0333333,n/a**,.0333333,n/a*,n/a*,0,.3472803,n/a**,.3472803,.376569,n/a**,.376569,.4208442,.1007287,69654,42949,71233
"Webster County, Nebraska",31181,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3170732,n/a**,.3170732,.402439,n/a**,.402439,1,.0848176,69851,50727,70895
"Wheeler County, Nebraska",31183,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0306513,62582,21430,63807
"York County, Nebraska",31185,Nebraska,.0274725,n/a**,.0274725,n/a*,n/a*,0,.3243848,n/a**,.3243848,.4049217,n/a**,.4049217,.4414197,.0947254,79062,47218,80430
"Churchill County, Nevada",32001,Nevada,.0361446,n/a**,.0352564,.2,.0151515,0,.330424,n/a**,.3289474,.4102244,n/a**,.406579,.347148,.2678181,70161,56051,73535
"Clark County, Nevada",32003,Nevada,.0483124,.0658632,.0263993,.2077452,.0109996,.0004067,.2891963,.2516634,.3226976,.3399854,.3069044,.3657322,.0130607,.5874682,85925,73324,98280
"Douglas County, Nevada",32005,Nevada,.0078125,n/a**,.0078125,n/a*,0,0,.2324415,n/a**,.2324415,.2848383,n/a**,.2848383,.3155308,.1922837,89303,69412,92622
"Elko County, Nevada",32007,Nevada,.0270636,n/a*,.0261137,.141844,0,0,.4044586,.3157895,.4114159,.4694268,.3157895,.4818384,.3785079,.3326386,90670,76198,95872
"Esmeralda County, Nevada",32009,Nevada,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.2012384,50154,37051,52405
"Eureka County, Nevada",32011,Nevada,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2,n/a**,.2,.2909091,n/a**,.2909091,1,.1011296,82869,109004,80986
"Humboldt County, Nevada",32013,Nevada,.0382979,n/a*,.0408163,n/a*,n/a*,0,.358349,n/a*,.3744292,.435272,n/a*,.4429224,.3787512,.3463275,84751,98483,79471
"Lander County, Nevada",32015,Nevada,.0606061,n/a**,.0606061,n/a*,n/a*,n/a*,.3136095,n/a**,.3136095,.3846154,n/a**,.3846154,.3904762,.3592061,84729,70976,91088
